time,node,load,active_sessions,cpu,mem,latency,lag1,lag2,hour,hour_sin,hour_cos
107.0,4.0,53.0,10.0,53.0,99.30351906158357,24.0,35.0,77.0,13.0,-0.2588190451025208,-0.9659258262890683
107.0,4.0,89.0,10.0,89.0,24.74340175953079,33.0,53.0,35.0,13.0,-0.2588190451025208,-0.9659258262890683
111.0,4.0,64.0,10.0,64.0,91.12903225806451,18.0,89.0,53.0,13.0,-0.2588190451025208,-0.9659258262890683
113.0,4.0,55.0,9.0,55.0,87.73216031280548,42.0,64.0,89.0,13.0,-0.2588190451025208,-0.9659258262890683
114.0,4.0,45.0,6.0,45.0,45.00244379276637,28.0,55.0,64.0,13.0,-0.2588190451025208,-0.9659258262890683
116.0,4.0,21.0,6.0,21.0,78.03030303030303,36.0,45.0,55.0,13.0,-0.2588190451025208,-0.9659258262890683
119.0,4.0,67.0,7.0,67.0,13.196480938416421,19.0,21.0,45.0,13.0,-0.2588190451025208,-0.9659258262890683
119.0,4.0,48.0,5.0,48.0,6.805962854349951,32.0,67.0,21.0,13.0,-0.2588190451025208,-0.9659258262890683
121.0,4.0,74.0,12.0,74.0,96.15102639296188,35.0,48.0,67.0,14.0,-0.4999999999999997,-0.8660254037844388
123.0,4.0,46.0,9.0,46.0,89.41837732160313,11.0,74.0,48.0,14.0,-0.4999999999999997,-0.8660254037844388
124.0,4.0,53.0,5.0,53.0,12.854349951124144,11.0,46.0,74.0,14.0,-0.4999999999999997,-0.8660254037844388
128.0,4.0,84.0,11.0,84.0,59.81182795698925,32.0,53.0,46.0,14.0,-0.4999999999999997,-0.8660254037844388
133.0,4.0,34.1531298749135,8.0,31.691877924948102,73.73446798124596,10.0,84.0,53.0,14.0,-0.4999999999999997,-0.8660254037844388
138.0,4.0,82.0,12.0,82.0,92.48533724340176,46.0,28.0,84.0,14.0,-0.4999999999999997,-0.8660254037844388
144.0,4.0,21.0,5.0,21.0,61.00928641251222,38.0,82.0,28.0,14.0,-0.4999999999999997,-0.8660254037844388
145.0,4.0,21.05798006085951,9.0,16.634788036515705,100.0,27.0,21.0,82.0,14.0,-0.4999999999999997,-0.8660254037844388
145.0,4.0,76.0,10.0,76.0,64.36950146627566,14.0,10.0,21.0,14.0,-0.4999999999999997,-0.8660254037844388
148.0,4.0,47.0,6.0,47.0,26.94281524926686,33.0,76.0,10.0,14.0,-0.4999999999999997,-0.8660254037844388
149.0,4.0,58.0,10.0,58.0,89.29618768328446,47.0,47.0,76.0,14.0,-0.4999999999999997,-0.8660254037844388
155.0,4.0,40.0,7.0,40.0,62.69550342130987,34.0,58.0,47.0,14.0,-0.4999999999999997,-0.8660254037844388
160.0,4.0,86.0,10.0,86.0,36.082600195503424,16.0,40.0,58.0,14.0,-0.4999999999999997,-0.8660254037844388
164.0,4.0,53.0,8.0,53.0,54.227761485826,36.0,86.0,40.0,14.0,-0.4999999999999997,-0.8660254037844388
165.0,4.0,85.0,13.0,85.0,92.50977517106548,27.0,53.0,86.0,14.0,-0.4999999999999997,-0.8660254037844388
2.0,5.0,79.0,11.0,79.0,67.35092864125122,23.0,79.0,79.0,12.0,1.2246467991473532e-16,-1.0
2.0,5.0,26.0,6.0,26.0,83.47996089931574,33.0,79.0,79.0,12.0,1.2246467991473532e-16,-1.0
4.0,5.0,89.0,9.0,89.0,14.650537634408604,21.0,26.0,79.0,12.0,1.2246467991473532e-16,-1.0
11.0,5.0,26.0,3.0,26.0,10.520527859237538,26.0,89.0,26.0,12.0,1.2246467991473532e-16,-1.0
15.0,5.0,18.0,6.0,18.0,85.55718475073314,6.0,26.0,89.0,12.0,1.2246467991473532e-16,-1.0
23.0,5.0,21.0,5.0,21.0,75.0,18.0,18.0,26.0,12.0,1.2246467991473532e-16,-1.0
24.0,5.0,47.0,5.0,47.0,25.08553274682307,27.0,21.0,18.0,12.0,1.2246467991473532e-16,-1.0
24.0,5.0,79.0,9.0,79.0,32.64907135874878,22.0,47.0,21.0,12.0,1.2246467991473532e-16,-1.0
24.0,5.0,70.0,8.0,70.0,22.116324535679375,16.0,79.0,47.0,12.0,1.2246467991473532e-16,-1.0
27.0,5.0,35.0,4.0,35.0,16.165689149560116,44.0,70.0,79.0,12.0,1.2246467991473532e-16,-1.0
28.0,5.0,19.0,4.0,19.0,48.497067448680355,12.0,35.0,70.0,12.0,1.2246467991473532e-16,-1.0
29.0,5.0,35.0,4.0,35.0,17.656402737047898,30.0,19.0,35.0,12.0,1.2246467991473532e-16,-1.0
33.0,5.0,49.0,8.0,49.0,67.28983382209188,18.0,35.0,19.0,12.0,1.2246467991473532e-16,-1.0
42.0,5.0,44.0,8.0,44.0,78.09139784946237,18.0,49.0,35.0,12.0,1.2246467991473532e-16,-1.0
44.0,5.0,61.0,8.0,61.0,44.880254154447705,30.0,44.0,49.0,12.0,1.2246467991473532e-16,-1.0
50.0,5.0,86.0,12.0,86.0,78.0425219941349,32.0,61.0,44.0,12.0,1.2246467991473532e-16,-1.0
57.0,5.0,45.0,5.0,45.0,28.946725317693062,25.0,86.0,61.0,12.0,1.2246467991473532e-16,-1.0
59.0,5.0,85.0,11.0,85.0,62.14565004887586,43.0,45.0,86.0,12.0,1.2246467991473532e-16,-1.0
66.0,5.0,82.0,10.0,82.0,37.817693059628546,21.0,85.0,45.0,13.0,-0.2588190451025208,-0.9659258262890683
67.0,5.0,84.0,13.0,84.0,92.0576735092864,29.0,82.0,85.0,13.0,-0.2588190451025208,-0.9659258262890683
69.0,5.0,73.0,11.0,73.0,88.58748778103617,9.0,84.0,82.0,13.0,-0.2588190451025208,-0.9659258262890683
70.0,5.0,57.0,9.0,57.0,73.02052785923753,32.0,73.0,84.0,13.0,-0.2588190451025208,-0.9659258262890683
84.0,5.0,22.0,2.0,22.0,10.019550342130987,8.0,57.0,73.0,13.0,-0.2588190451025208,-0.9659258262890683
85.0,5.0,29.235309206063942,9.0,24.341185523638366,82.19128888281658,48.0,22.0,57.0,13.0,-0.2588190451025208,-0.9659258262890683
85.0,5.0,25.0,4.0,25.0,30.975073313782993,22.0,17.0,22.0,13.0,-0.2588190451025208,-0.9659258262890683
87.0,5.0,36.0,7.0,36.0,75.366568914956,40.0,25.0,17.0,13.0,-0.2588190451025208,-0.9659258262890683
88.0,5.0,50.0,7.0,50.0,44.073802541544474,37.0,36.0,25.0,13.0,-0.2588190451025208,-0.9659258262890683
91.0,5.0,11.0,5.0,11.0,83.78543499511241,18.0,50.0,36.0,13.0,-0.2588190451025208,-0.9659258262890683
91.0,5.0,35.0,4.0,35.0,19.56256109481916,43.0,11.0,50.0,13.0,-0.2588190451025208,-0.9659258262890683
93.0,5.0,77.0,9.0,77.0,37.82991202346041,30.0,35.0,11.0,13.0,-0.2588190451025208,-0.9659258262890683
95.0,5.0,42.0,6.0,42.0,44.37927663734115,34.0,77.0,35.0,13.0,-0.2588190451025208,-0.9659258262890683
96.0,5.0,16.15150821340179,5.0,13.690904928041075,44.16392684352299,30.0,42.0,77.0,13.0,-0.2588190451025208,-0.9659258262890683
97.0,5.0,66.0,10.0,66.0,82.9423264907136,37.0,10.0,42.0,13.0,-0.2588190451025208,-0.9659258262890683
101.0,5.0,83.0,9.0,83.0,26.64956011730205,30.0,66.0,10.0,13.0,-0.2588190451025208,-0.9659258262890683
105.0,5.0,16.0,1.0,16.0,7.575757575757576,11.0,83.0,66.0,13.0,-0.2588190451025208,-0.9659258262890683
106.0,5.0,47.0,6.0,47.0,36.81573802541544,28.0,16.0,83.0,13.0,-0.2588190451025208,-0.9659258262890683
112.0,5.0,23.0,4.0,23.0,45.79667644183773,44.0,47.0,16.0,13.0,-0.2588190451025208,-0.9659258262890683
115.0,5.0,10.0,2.0,10.0,25.46432062561095,38.0,23.0,47.0,13.0,-0.2588190451025208,-0.9659258262890683
117.0,5.0,74.0,9.0,74.0,37.93988269794721,29.0,10.0,23.0,13.0,-0.2588190451025208,-0.9659258262890683
120.0,5.0,20.0,6.0,20.0,97.73949169110459,41.0,74.0,10.0,14.0,-0.4999999999999997,-0.8660254037844388
121.0,5.0,28.410848808730627,10.0,23.846509285238376,92.21096708947465,37.0,20.0,74.0,14.0,-0.4999999999999997,-0.8660254037844388
121.0,5.0,37.0,5.0,37.0,32.196969696969695,34.0,17.0,20.0,14.0,-0.4999999999999997,-0.8660254037844388
123.0,5.0,41.50551671213555,10.0,37.303310027281334,81.70709427038696,8.0,37.0,17.0,14.0,-0.4999999999999997,-0.8660254037844388
126.0,5.0,73.0,8.0,73.0,17.6197458455523,47.0,31.0,37.0,14.0,-0.4999999999999997,-0.8660254037844388
127.0,5.0,11.0,4.0,11.0,74.93890518084066,25.0,73.0,31.0,14.0,-0.4999999999999997,-0.8660254037844388
127.0,5.0,24.0,6.0,24.0,88.22091886608015,11.0,11.0,73.0,14.0,-0.4999999999999997,-0.8660254037844388
134.0,5.0,41.0,8.0,41.0,91.09237536656892,42.0,24.0,11.0,14.0,-0.4999999999999997,-0.8660254037844388
136.0,5.0,16.30149904814622,7.0,13.78089942888773,86.85588798680493,49.0,41.0,24.0,14.0,-0.4999999999999997,-0.8660254037844388
137.0,5.0,25.0,7.0,25.0,95.52785923753666,30.0,10.0,41.0,14.0,-0.4999999999999997,-0.8660254037844388
141.0,5.0,68.0,10.0,68.0,65.09042033235582,33.0,25.0,10.0,14.0,-0.4999999999999997,-0.8660254037844388
142.0,5.0,66.0,10.0,66.0,86.5347018572825,38.0,68.0,25.0,14.0,-0.4999999999999997,-0.8660254037844388
143.0,5.0,31.71621775111188,7.0,29.829730650667127,65.74279208578199,11.0,66.0,68.0,14.0,-0.4999999999999997,-0.8660254037844388
143.0,5.0,19.0,3.0,19.0,41.80107526881721,5.0,27.0,66.0,14.0,-0.4999999999999997,-0.8660254037844388
144.0,5.0,36.0,4.0,36.0,24.70674486803519,44.0,19.0,27.0,14.0,-0.4999999999999997,-0.8660254037844388
149.0,5.0,49.21821817518555,12.0,43.530930905111326,86.54017094553853,10.0,36.0,19.0,14.0,-0.4999999999999997,-0.8660254037844388
154.0,5.0,52.0,6.0,52.0,34.090909090909086,42.0,35.0,36.0,14.0,-0.4999999999999997,-0.8660254037844388
159.0,5.0,89.0,11.0,89.0,45.00244379276637,31.0,52.0,35.0,14.0,-0.4999999999999997,-0.8660254037844388
161.0,5.0,34.401729402890986,8.0,30.241037641734593,68.17584327630792,12.0,89.0,52.0,14.0,-0.4999999999999997,-0.8660254037844388
0.0,6.0,26.0,5.0,26.0,61.14369501466276,8.0,26.0,26.0,12.0,1.2246467991473532e-16,-1.0
1.0,6.0,34.0,5.0,34.0,50.0733137829912,44.0,26.0,26.0,12.0,1.2246467991473532e-16,-1.0
5.0,6.0,45.0,9.0,45.0,97.33626588465299,36.0,34.0,26.0,12.0,1.2246467991473532e-16,-1.0
7.0,6.0,74.0,9.0,74.0,40.22482893450635,41.0,45.0,34.0,12.0,1.2246467991473532e-16,-1.0
10.0,6.0,32.0,6.0,32.0,59.67741935483871,11.0,74.0,45.0,12.0,1.2246467991473532e-16,-1.0
12.0,6.0,63.0,6.0,63.0,11.180351906158357,7.0,32.0,74.0,12.0,1.2246467991473532e-16,-1.0
12.0,6.0,81.0,10.0,81.0,39.30840664711632,24.0,63.0,32.0,12.0,1.2246467991473532e-16,-1.0
16.0,6.0,79.0,9.0,79.0,30.86510263929619,34.0,81.0,63.0,12.0,1.2246467991473532e-16,-1.0
18.0,6.0,25.0,6.0,25.0,80.48631476050831,25.0,79.0,81.0,12.0,1.2246467991473532e-16,-1.0
20.0,6.0,56.0,5.0,56.0,7.233626588465299,23.0,25.0,79.0,12.0,1.2246467991473532e-16,-1.0
23.0,6.0,69.0,8.0,69.0,31.47605083088954,11.0,56.0,25.0,12.0,1.2246467991473532e-16,-1.0
24.0,6.0,36.0,4.0,36.0,11.87683284457478,29.0,69.0,56.0,12.0,1.2246467991473532e-16,-1.0
25.0,6.0,31.0,3.0,31.0,14.308406647116326,41.0,36.0,69.0,12.0,1.2246467991473532e-16,-1.0
27.0,6.0,21.0,6.0,21.0,78.50684261974584,10.0,31.0,36.0,12.0,1.2246467991473532e-16,-1.0
34.0,6.0,39.0,8.0,39.0,87.92766373411534,32.0,21.0,31.0,12.0,1.2246467991473532e-16,-1.0
34.0,6.0,48.0,7.0,48.0,51.2218963831867,8.0,39.0,21.0,12.0,1.2246467991473532e-16,-1.0
35.0,6.0,87.0,11.0,87.0,53.64125122189638,44.0,48.0,39.0,12.0,1.2246467991473532e-16,-1.0
39.0,6.0,49.0,9.0,49.0,91.14125122189638,14.0,87.0,48.0,12.0,1.2246467991473532e-16,-1.0
47.0,6.0,53.0,6.0,53.0,14.479472140762464,34.0,49.0,87.0,12.0,1.2246467991473532e-16,-1.0
52.0,6.0,32.033497116537156,10.0,26.82009826992229,100.0,45.0,53.0,49.0,12.0,1.2246467991473532e-16,-1.0
53.0,6.0,84.0,10.0,84.0,37.07233626588465,37.0,19.0,53.0,12.0,1.2246467991473532e-16,-1.0
73.0,6.0,46.0,8.0,46.0,83.61436950146629,45.0,84.0,19.0,13.0,-0.2588190451025208,-0.9659258262890683
74.0,6.0,84.0,9.0,84.0,21.981915933528835,25.0,46.0,84.0,13.0,-0.2588190451025208,-0.9659258262890683
78.0,6.0,84.0,10.0,84.0,47.64173998044966,9.0,84.0,46.0,13.0,-0.2588190451025208,-0.9659258262890683
80.0,6.0,15.143433506031634,2.0,13.48606010361898,16.08796968784765,35.0,84.0,84.0,13.0,-0.2588190451025208,-0.9659258262890683
90.0,6.0,55.0,9.0,55.0,75.19550342130987,15.0,11.0,84.0,13.0,-0.2588190451025208,-0.9659258262890683
92.0,6.0,23.99593833932655,9.0,20.39756300359593,99.61499312654196,49.0,55.0,11.0,13.0,-0.2588190451025208,-0.9659258262890683
94.0,6.0,72.0,11.0,72.0,79.14222873900293,44.0,15.0,55.0,13.0,-0.2588190451025208,-0.9659258262890683
100.0,6.0,46.69428635294506,9.0,42.416571811767035,47.850539565615954,28.0,72.0,15.0,13.0,-0.2588190451025208,-0.9659258262890683
101.0,6.0,60.0,10.0,60.0,99.37683284457478,26.0,36.0,72.0,13.0,-0.2588190451025208,-0.9659258262890683
108.0,6.0,78.0,8.0,78.0,9.88514173998045,23.0,60.0,36.0,13.0,-0.2588190451025208,-0.9659258262890683
111.0,6.0,53.0,8.0,53.0,67.22873900293254,6.0,78.0,60.0,13.0,-0.2588190451025208,-0.9659258262890683
117.0,6.0,33.0,4.0,33.0,31.036168132942326,24.0,53.0,78.0,13.0,-0.2588190451025208,-0.9659258262890683
123.0,6.0,89.0,13.0,89.0,89.6871945259042,19.0,33.0,53.0,14.0,-0.4999999999999997,-0.8660254037844388
142.0,6.0,77.0,11.0,77.0,75.45210166177908,15.0,89.0,33.0,14.0,-0.4999999999999997,-0.8660254037844388
143.0,6.0,40.0,5.0,40.0,24.682306940371458,32.0,77.0,89.0,14.0,-0.4999999999999997,-0.8660254037844388
144.0,6.0,23.59936834079194,7.0,21.359621004475166,75.98119406163448,49.0,40.0,77.0,14.0,-0.4999999999999997,-0.8660254037844388
147.0,6.0,21.0,5.0,21.0,61.00928641251222,38.0,18.0,40.0,14.0,-0.4999999999999997,-0.8660254037844388
153.0,6.0,69.0,11.0,69.0,98.91251221896383,47.0,21.0,18.0,14.0,-0.4999999999999997,-0.8660254037844388
155.0,6.0,88.0,11.0,88.0,49.31573802541544,29.0,69.0,21.0,14.0,-0.4999999999999997,-0.8660254037844388
156.0,6.0,64.0,7.0,64.0,22.71505376344086,25.0,88.0,69.0,14.0,-0.4999999999999997,-0.8660254037844388
157.0,6.0,63.0,7.0,63.0,22.177419354838708,35.0,64.0,88.0,14.0,-0.4999999999999997,-0.8660254037844388
0.0,7.0,81.0,9.0,81.0,25.317693059628542,40.0,81.0,81.0,12.0,1.2246467991473532e-16,-1.0
1.0,7.0,47.0,8.0,47.0,84.46969696969697,45.0,81.0,81.0,12.0,1.2246467991473532e-16,-1.0
1.0,7.0,58.0,8.0,58.0,54.692082111436946,19.0,47.0,81.0,12.0,1.2246467991473532e-16,-1.0
2.0,7.0,51.0,8.0,51.0,75.94086021505376,7.0,58.0,47.0,12.0,1.2246467991473532e-16,-1.0
3.0,7.0,81.0,10.0,81.0,44.66031280547409,39.0,51.0,58.0,12.0,1.2246467991473532e-16,-1.0
9.0,7.0,36.0,8.0,36.0,97.8128054740958,41.0,81.0,51.0,12.0,1.2246467991473532e-16,-1.0
15.0,7.0,46.0,8.0,46.0,70.05131964809385,25.0,36.0,81.0,12.0,1.2246467991473532e-16,-1.0
18.0,7.0,69.0,8.0,69.0,26.869501466275658,17.0,46.0,36.0,12.0,1.2246467991473532e-16,-1.0
19.0,7.0,86.0,8.0,86.0,7.80791788856305,6.0,69.0,46.0,12.0,1.2246467991473532e-16,-1.0
21.0,7.0,70.0,11.0,70.0,96.38318670576736,41.0,86.0,69.0,12.0,1.2246467991473532e-16,-1.0
27.0,7.0,34.0,5.0,34.0,32.795698924731184,20.0,70.0,86.0,12.0,1.2246467991473532e-16,-1.0
27.0,7.0,79.0,9.0,79.0,40.16373411534702,40.0,34.0,70.0,12.0,1.2246467991473532e-16,-1.0
29.0,7.0,60.0,7.0,60.0,38.80742913000977,25.0,79.0,34.0,12.0,1.2246467991473532e-16,-1.0
35.0,7.0,71.0,10.0,71.0,75.8553274682307,31.0,60.0,79.0,12.0,1.2246467991473532e-16,-1.0
39.0,7.0,60.0,8.0,60.0,42.57086999022483,24.0,71.0,60.0,12.0,1.2246467991473532e-16,-1.0
48.0,7.0,14.0,1.0,14.0,8.492179863147605,29.0,60.0,71.0,12.0,1.2246467991473532e-16,-1.0
51.0,7.0,43.0,7.0,43.0,65.01710654936461,11.0,14.0,60.0,12.0,1.2246467991473532e-16,-1.0
53.0,7.0,49.0,8.0,49.0,69.8069403714565,38.0,43.0,14.0,12.0,1.2246467991473532e-16,-1.0
55.0,7.0,37.0,4.0,37.0,11.864613880742914,42.0,49.0,43.0,12.0,1.2246467991473532e-16,-1.0
61.0,7.0,61.0,9.0,61.0,77.27272727272727,5.0,37.0,49.0,13.0,-0.2588190451025208,-0.9659258262890683
63.0,7.0,61.0,9.0,61.0,63.24535679374389,6.0,61.0,37.0,13.0,-0.2588190451025208,-0.9659258262890683
67.0,7.0,41.0,7.0,41.0,66.70332355816227,20.0,61.0,61.0,13.0,-0.2588190451025208,-0.9659258262890683
70.0,7.0,17.509711599674343,5.0,14.905826959804607,59.26321992823729,40.0,41.0,61.0,13.0,-0.2588190451025208,-0.9659258262890683
71.0,7.0,27.0,5.0,27.0,48.0327468230694,8.0,11.0,41.0,13.0,-0.2588190451025208,-0.9659258262890683
72.0,7.0,46.0,7.0,46.0,53.922287390029325,36.0,27.0,11.0,13.0,-0.2588190451025208,-0.9659258262890683
73.0,7.0,34.0,6.0,34.0,61.70576735092864,18.0,46.0,27.0,13.0,-0.2588190451025208,-0.9659258262890683
76.0,7.0,75.0,9.0,75.0,45.30791788856305,37.0,34.0,46.0,13.0,-0.2588190451025208,-0.9659258262890683
77.0,7.0,60.0,10.0,60.0,90.51808406647116,41.0,75.0,34.0,13.0,-0.2588190451025208,-0.9659258262890683
80.0,7.0,63.0,8.0,63.0,52.39491691104594,39.0,60.0,75.0,13.0,-0.2588190451025208,-0.9659258262890683
82.0,7.0,16.0,4.0,16.0,60.43499511241447,25.0,63.0,60.0,13.0,-0.2588190451025208,-0.9659258262890683
82.0,7.0,76.0,12.0,76.0,90.5425219941349,31.0,16.0,63.0,13.0,-0.2588190451025208,-0.9659258262890683
85.0,7.0,18.0,6.0,18.0,97.58064516129032,7.0,76.0,16.0,13.0,-0.2588190451025208,-0.9659258262890683
99.0,7.0,60.0,6.0,60.0,14.565004887585534,6.0,18.0,76.0,13.0,-0.2588190451025208,-0.9659258262890683
103.0,7.0,54.0,10.0,54.0,95.4423264907136,13.0,60.0,18.0,13.0,-0.2588190451025208,-0.9659258262890683
106.0,7.0,35.0,6.0,35.0,57.71016617790812,29.0,54.0,60.0,13.0,-0.2588190451025208,-0.9659258262890683
116.0,7.0,22.0,5.0,22.0,58.49217986314761,9.0,35.0,54.0,13.0,-0.2588190451025208,-0.9659258262890683
118.0,7.0,75.0,9.0,75.0,47.10410557184751,36.0,22.0,35.0,13.0,-0.2588190451025208,-0.9659258262890683
129.0,7.0,38.0,7.0,38.0,65.98240469208211,15.0,75.0,22.0,14.0,-0.4999999999999997,-0.8660254037844388
136.0,7.0,73.0,9.0,73.0,34.860703812316714,29.0,38.0,75.0,14.0,-0.4999999999999997,-0.8660254037844388
137.0,7.0,82.0,12.0,82.0,91.52003910068426,27.0,73.0,38.0,14.0,-0.4999999999999997,-0.8660254037844388
139.0,7.0,30.0,7.0,30.0,83.3088954056696,40.0,82.0,73.0,14.0,-0.4999999999999997,-0.8660254037844388
140.0,7.0,65.0,10.0,65.0,74.9633431085044,35.0,30.0,82.0,14.0,-0.4999999999999997,-0.8660254037844388
141.0,7.0,18.0,2.0,18.0,16.300097751710656,45.0,65.0,30.0,14.0,-0.4999999999999997,-0.8660254037844388
141.0,7.0,27.0,4.0,27.0,37.17008797653959,40.0,18.0,65.0,14.0,-0.4999999999999997,-0.8660254037844388
154.0,7.0,25.0,4.0,25.0,47.07966764418378,16.0,27.0,18.0,14.0,-0.4999999999999997,-0.8660254037844388
156.0,7.0,64.0,9.0,64.0,52.74926686217009,26.0,25.0,27.0,14.0,-0.4999999999999997,-0.8660254037844388
156.0,7.0,73.0,9.0,73.0,34.50635386119257,12.0,64.0,25.0,14.0,-0.4999999999999997,-0.8660254037844388
158.0,7.0,39.0,5.0,39.0,29.398826979472144,40.0,73.0,64.0,14.0,-0.4999999999999997,-0.8660254037844388
160.0,7.0,10.0,5.0,10.0,87.74437927663735,14.0,39.0,73.0,14.0,-0.4999999999999997,-0.8660254037844388
163.0,7.0,46.0,5.0,46.0,23.24046920821114,31.0,10.0,39.0,14.0,-0.4999999999999997,-0.8660254037844388
163.0,7.0,88.0,12.0,88.0,81.35386119257088,8.0,46.0,10.0,14.0,-0.4999999999999997,-0.8660254037844388
166.0,7.0,43.0,5.0,43.0,17.949657869012707,33.0,88.0,46.0,14.0,-0.4999999999999997,-0.8660254037844388
9.0,8.0,54.0,8.0,54.0,56.280547409579675,19.0,54.0,54.0,12.0,1.2246467991473532e-16,-1.0
10.0,8.0,39.0,8.0,39.0,99.81671554252199,35.0,54.0,54.0,12.0,1.2246467991473532e-16,-1.0
10.0,8.0,35.0,6.0,35.0,62.65884652981427,18.0,39.0,54.0,12.0,1.2246467991473532e-16,-1.0
11.0,8.0,57.0,9.0,57.0,66.67888563049853,38.0,35.0,39.0,12.0,1.2246467991473532e-16,-1.0
14.0,8.0,41.0,8.0,41.0,95.83333333333334,5.0,57.0,35.0,12.0,1.2246467991473532e-16,-1.0
26.0,8.0,49.0,6.0,49.0,32.66129032258064,13.0,41.0,57.0,12.0,1.2246467991473532e-16,-1.0
28.0,8.0,20.0,2.0,20.0,14.78494623655914,26.0,49.0,41.0,12.0,1.2246467991473532e-16,-1.0
36.0,8.0,77.0,9.0,77.0,33.736559139784944,34.0,20.0,49.0,12.0,1.2246467991473532e-16,-1.0
36.0,8.0,57.0,9.0,57.0,75.69648093841643,25.0,77.0,20.0,12.0,1.2246467991473532e-16,-1.0
37.0,8.0,62.0,10.0,62.0,86.77908113391985,33.0,57.0,77.0,12.0,1.2246467991473532e-16,-1.0
39.0,8.0,56.0,9.0,56.0,79.32551319648094,19.0,62.0,57.0,12.0,1.2246467991473532e-16,-1.0
42.0,8.0,73.0,10.0,73.0,56.12170087976539,29.0,56.0,62.0,12.0,1.2246467991473532e-16,-1.0
49.0,8.0,72.0,11.0,72.0,80.95063538611925,38.0,73.0,56.0,12.0,1.2246467991473532e-16,-1.0
50.0,8.0,22.0,4.0,22.0,49.63343108504399,43.0,72.0,73.0,12.0,1.2246467991473532e-16,-1.0
59.0,8.0,21.698474499527954,5.0,17.819084699716772,36.687307688374226,19.0,22.0,72.0,12.0,1.2246467991473532e-16,-1.0
65.0,8.0,41.0,6.0,41.0,57.649071358748785,7.0,12.0,22.0,13.0,-0.2588190451025208,-0.9659258262890683
69.0,8.0,25.0,5.0,25.0,55.92619745845552,42.0,41.0,12.0,13.0,-0.2588190451025208,-0.9659258262890683
71.0,8.0,65.0,10.0,65.0,82.85679374389052,39.0,25.0,41.0,13.0,-0.2588190451025208,-0.9659258262890683
74.0,8.0,30.0,4.0,30.0,31.378299120234605,30.0,65.0,25.0,13.0,-0.2588190451025208,-0.9659258262890683
75.0,8.0,24.334327931660432,7.0,19.80059675899626,50.08602833786456,12.0,30.0,65.0,13.0,-0.2588190451025208,-0.9659258262890683
80.0,8.0,32.0,7.0,32.0,81.76930596285436,21.0,13.0,30.0,13.0,-0.2588190451025208,-0.9659258262890683
81.0,8.0,79.0,8.0,79.0,9.042033235581624,47.0,32.0,13.0,13.0,-0.2588190451025208,-0.9659258262890683
81.0,8.0,83.0,9.0,83.0,31.830400782013683,47.0,79.0,32.0,13.0,-0.2588190451025208,-0.9659258262890683
86.0,8.0,64.0,10.0,64.0,90.59139784946237,23.0,83.0,79.0,13.0,-0.2588190451025208,-0.9659258262890683
87.0,8.0,29.178227789159124,8.0,25.506936673495474,66.18351007949552,40.0,64.0,83.0,13.0,-0.2588190451025208,-0.9659258262890683
88.0,8.0,52.0,9.0,52.0,89.87047898338221,27.0,20.0,64.0,13.0,-0.2588190451025208,-0.9659258262890683
94.0,8.0,43.78539724438316,6.0,41.871238346629895,13.742115887000576,28.0,52.0,20.0,13.0,-0.2588190451025208,-0.9659258262890683
95.0,8.0,34.0,8.0,34.0,97.82502443792767,17.0,39.0,52.0,13.0,-0.2588190451025208,-0.9659258262890683
97.0,8.0,68.0,10.0,68.0,65.10263929618768,8.0,34.0,39.0,13.0,-0.2588190451025208,-0.9659258262890683
102.0,8.0,68.0,11.0,68.0,87.79325513196481,39.0,68.0,34.0,13.0,-0.2588190451025208,-0.9659258262890683
107.0,8.0,87.0,9.0,87.0,21.79863147605083,15.0,68.0,68.0,13.0,-0.2588190451025208,-0.9659258262890683
111.0,8.0,20.86077654564427,4.0,17.316465927386563,17.57168109724109,32.0,87.0,68.0,13.0,-0.2588190451025208,-0.9659258262890683
113.0,8.0,41.610929971703484,11.0,38.56655798302209,99.72081382641356,44.0,12.0,87.0,13.0,-0.2588190451025208,-0.9659258262890683
118.0,8.0,39.10129106745974,10.0,33.860774640475846,82.83093675933972,21.0,34.0,12.0,13.0,-0.2588190451025208,-0.9659258262890683
120.0,8.0,51.0,8.0,51.0,67.41202346041055,34.0,26.0,34.0,14.0,-0.4999999999999997,-0.8660254037844388
121.0,8.0,33.0,7.0,33.0,74.21798631476051,45.0,51.0,26.0,14.0,-0.4999999999999997,-0.8660254037844388
121.0,8.0,88.0,12.0,88.0,71.78641251221897,43.0,33.0,51.0,14.0,-0.4999999999999997,-0.8660254037844388
122.0,8.0,38.0,6.0,38.0,60.47165200391007,8.0,88.0,33.0,14.0,-0.4999999999999997,-0.8660254037844388
129.0,8.0,56.0,8.0,56.0,55.205278592375365,45.0,38.0,88.0,14.0,-0.4999999999999997,-0.8660254037844388
136.0,8.0,76.0,8.0,76.0,9.652981427174975,32.0,56.0,38.0,14.0,-0.4999999999999997,-0.8660254037844388
137.0,8.0,26.0,4.0,26.0,37.4633431085044,34.0,76.0,56.0,14.0,-0.4999999999999997,-0.8660254037844388
147.0,8.0,14.0,5.0,14.0,91.8010752688172,48.0,26.0,76.0,14.0,-0.4999999999999997,-0.8660254037844388
148.0,8.0,27.0,7.0,27.0,87.10899315738025,29.0,14.0,26.0,14.0,-0.4999999999999997,-0.8660254037844388
